"bookId","title","series","author","rating","description","language","isbn","genres","characters","bookFormat","edition","pages","publisher","publishDate","firstPublishDate","awards","numRatings","ratingsByStars","likedPercent","setting","coverImg","bbeScore","bbeVotes","price"
"378.The_Phantom_Tollbooth","The Phantom Tollbooth","","Norton Juster, Jules Feiffer (Illustrator)","4.20","Librarian's Note: For an alternate cover edition of the same ISBN, click here.Hailed as “a classic. . . . humorous, full of warmth and real invention” (The New Yorker), this beloved story -first published more than fifty years ago- introduces readers to Milo and his adventures in the Lands Beyond. For Milo, everything’s a bore. When a tollbooth mysteriously appears in his room, he drives through only because he’s got nothing better to do. But on the other side, things seem different. Milo visits the Island of Conclusions (you get there by jumping), learns about time from a ticking watchdog named Tock, and even embarks on a quest to rescue Rhyme and Reason! Somewhere along the way, Milo realizes something astonishing. Life is far from dull. In fact, it’s exciting beyond his wildest dreams. . . .","English","9780394820378","['Fantasy', 'Fiction', 'Childrens', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure', 'Humor', 'Science Fiction Fantasy', 'Juvenile']","['Tock', 'Humbug', 'Milo']","Paperback","","256","Random House Bullseye Books","10/28/96","10/28/61","[]","242124","['118902', '72242', '35742', '10044', '5194']","94","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558858485l/378._SX318_.jpg","80122","941",5.79
"40940121-bridge-to-terabithia","Bridge to Terabithia","","Katherine Paterson","4.01","Jess Aarons' greatest ambition is to be the fastest runner in his grade. He's been practicing all summer and can't wait to see his classmates' faces when he beats them all. But on the first day of school, a new girl boldly crosses over to the boys' side and outruns everyone.That's not a very promising beginning for a friendship, but Jess and Leslie Burke become inseparable. Together they create Terabithia, a magical kingdom in the woods where the two of them reign as king and queen, and their imaginations set the only limits.","English","B001UFP6JY","['Young Adult', 'Fiction', 'Classics', 'Childrens', 'Fantasy', 'Middle Grade', 'Realistic Fiction', 'School', 'Juvenile', 'Contemporary']","['Jesse Aarons', 'Leslie Burke']","Kindle Edition","","190","HarperCollins","10/06/09","10/21/77","['Newbery Medal (1978)', 'Lewis Carroll Shelf Award (1978)', 'Zilveren Griffel (1983)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1979)"", 'California Young Readers Medal Nominee for Middle School/Junior High (1980)']","445082","['172803', '148843', '88311', '24252', '10873']","92","['Virginia (United States)', 'Lark Creek, Virginia (United States)', 'Terabithia']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532478367l/40940121._SY475_.jpg","79680","1007",""
"7938275-the-hunger-games-trilogy-boxset","The Hunger Games Trilogy Boxset","The Hunger Games #1-3","Suzanne Collins, Guillaume Fournier (Translator), Pilar Ramírez Tello (Goodreads Author) (Translator), Hanna Hörl (Illustrator), Sylke Hachmeister (Translator), Peter Klöss (Translator)","4.48","The extraordinary, ground breaking New York Times bestsellers The Hunger Games and Catching Fire, along with the third book in The Hunger Games trilogy by Suzanne Collins, Mockingjay, are available for the first time ever in a beautiful boxset edition. Stunning, gripping, and powerful. The trilogy is now complete!","English","9780545265355","['Young Adult', 'Fiction', 'Fantasy', 'Dystopia', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Action', 'Novels']","['Katniss Everdeen', 'Peeta Mellark', 'Primrose Everdeen', 'Gale Hawthorne', 'Haymitch Abernathy', 'Cinna', 'Alma Coin', 'Coriolanus Snow']","Hardcover","","1155","Scholastic Press","08/24/10","10/28/08","['Audie Award for Excellence in Design (2016)']","187877","['116423', '51102', '16108', '2969', '1275']","98","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360094673l/7938275.jpg","79330","936",4.09
"191139.Oh_the_Places_You_ll_Go_","Oh, the Places You'll Go!","","Dr. Seuss","4.35","For out-starting upstarts of all ages, here is a wonderfully wise and blessedly brief graduation speech from the one and only Dr. Seuss. In his inimitable, humorous verse and pictures, he addresses the Great Balancing Act (life itself, and the ups and downs it presents) while encouraging us to find the success that lies within us.
  
  And will you succeed?Yes! You will indeed!(98 and ¾ percent guaranteed.)
  
A modern classic, Oh, the Places You'll Go! was first published one year before Dr. Seuss's death at the age of eighty-seven. In a mere fifty-six pages, Dr, Seuss managed to impart a lifetime of wisdom. It is the perfect send-off for children starting out in the maze of life, be they nursery school grads or newly-minted PhD's. Everyone will find it inspired good fun.","English","9780679805274","['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Young Adult', 'Inspirational', 'Kids', 'Humor']","[]","Hardcover","","44","Random House Books for Young Readers","01/22/90","","[]","328451","['194372', '77411', '40683', '10548', '5437']","95","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421708635l/191139.jpg","78977","1005",5.01
"5060378-the-girl-who-played-with-fire","The Girl Who Played with Fire","Millennium #2","Stieg Larsson, Reg Keeland (Translator)","4.24","Part blistering espionage thriller, part riveting police procedural, and part piercing exposé on social injustice, The Girl Who Played with Fire is a masterful, endlessly satisfying novel.  Mikael Blomkvist, crusading publisher of the magazine Millennium, has decided to run a story that will expose an extensive sex trafficking operation. On the eve of its publication, the two reporters responsible for the article are murdered, and the fingerprints found on the murder weapon belong to his friend, the troubled genius hacker Lisbeth Salander. Blomkvist, convinced of Salander’s innocence, plunges into an investigation. Meanwhile, Salander herself is drawn into a murderous game of cat and mouse, which forces her to face her dark past.From the Trade Paperback edition.","English","9780307269980","['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Sweden', 'Adult', 'Audiobook']","['Lisbeth Salander', 'Mikael Blomkvist', 'Alexander Zalachenko', 'Jan Bublanski', 'Sonja Modig', 'Peter Teleborian', 'Erika Berger', 'Ronald Niedermann', 'Annika Giannini', 'Dragan Armansky', 'Gunnar Björck', 'Harriet Vanger', 'Holger Palmgren', 'Nils Bjurman', 'Miriam Wu']","Hardcover","First US Edition","503","Alfred A. Knopf","07/28/09","05/09/06","['Anthony Award Nominee for Best Novel (2010)', 'Dilys Award Nominee (2010)', 'CWA International Dagger Nominee (2009)', 'Svenska Deckarakademins pris för bästa svenska kriminalroman (2006)', 'Goodreads Choice Award for Mystery/Thriller (2009)']","809293","['359709', '314526', '109079', '19322', '6657']","97","['Stockholm (Sweden)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351778881l/5060378.jpg","78765","980",3.25
"6186357-the-maze-runner","The Maze Runner","The Maze Runner #1","James Dashner (Goodreads Author)","4.03","There are alternate cover editions for this ASIN here and here.If you ain’t scared, you ain’t human. When Thomas wakes up in the lift, the only thing he can remember is his name. He’s surrounded by strangers—boys whose memories are also gone. Nice to meet ya, shank. Welcome to the Glade. Outside the towering stone walls that surround the Glade is a limitless, ever-changing maze. It’s the only way out—and no one’s ever made it through alive. Everything is going to change. Then a girl arrives. The first girl ever. And the message she delivers is terrifying. Remember. Survive. Run.","English","9780385737944","['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Post Apocalyptic', 'Mystery', 'Teen', 'Audiobook']","['Chuck', 'Teresa Agnes', 'Minho', 'Alby', 'Gally', 'Thomas', 'Ben', 'Newt']","Hardcover","First Edition","384","Delacorte Press","10/06/09","","['Georgia Peach Book Award (2011)', 'Utah Book Award Nominee for Young Adults (2009)', ""Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel  (2009)"", 'Charlotte Award (2012)', ""Pennsylvania Young Readers' Choice Award Nominee (2011)"", 'Evergreen Teen Book Award (2012)', 'Milwaukee County Teen Book Award Nominee (2011)', 'Lincoln Award (2012)', 'Missouri Truman Readers Award (2012)']","1056076","['412717', '359872', '202899', '58741', '21847']","92","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375596592l/6186357.jpg","78429","902",3.17
"27712.The_Neverending_Story","The Neverending Story","","Michael Ende, Ralph Manheim (Translator), Roswitha Quadflieg (Illustrator)","4.17","This epic work of the imagination has captured the hearts of millions of readers worldwide since it was first published more than a decade ago. Its special story within a story is an irresistible invitation for readers to become part of the book itself. And now this modern classic and bibliophile's dream is available in hardcover again.The story begins with a lonely boy named Bastian and the strange book that draws him into the beautiful but doomed world of Fantastica. Only a human can save this enchanted place by giving its ruler, the Childlike Empress, a new name. But the journey to her tower leads through lands of dragons, giants, monsters, and magic and once Bastian begins his quest, he may never return. As he is drawn deeper into Fantastica, he must find the courage to face unspeakable foes and the mysteries of his own heart. Readers, too, can travel to the wondrous, unforgettable world of Fantastica if they will just turn the page...--front flap","English","9780525457589","['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'German Literature', 'Middle Grade', 'Science Fiction Fantasy', 'Books About Books']","['Bastian Balthazar Bux', 'Atreyu', 'Falkor', 'Karl Konrad Koreander', 'The Childlike Empress', 'Xayide', 'Gmork', 'Grograman', 'Morla', 'The Old Man of Wandering Mountain', 'Uyulala']","Hardcover","","396","Dutton Children's Books","10/28/97","10/28/79","['Buxtehuder Bulle (1979)', 'Zilveren Griffel (1983)', 'Preis der Leseratten des ZDF (1980)']","161944","['75080', '50841', '26689', '6530', '2804']","94","['Fantastica']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554230952l/27712.jpg","77699","944",7.54
"18254.Oliver_Twist","Oliver Twist","","Charles Dickens, Philip Horne (Introduction), Gerald Dickens (Narrator), 查尔斯·狄更斯, 吴倩卓 (Translator)","3.87","A gripping portrayal of London's dark criminal underbelly, published in Penguin Classics with an introduction by Philip Horne.The story of Oliver Twist - orphaned, and set upon by evil and adversity from his first breath - shocked readers when it was published. After running away from the workhouse and pompous beadle Mr Bumble, Oliver finds himself lured into a den of thieves peopled by vivid and memorable characters - the Artful Dodger, vicious burglar Bill Sikes, his dog Bull's Eye, and prostitute Nancy, all watched over by cunning master-thief Fagin. Combining elements of Gothic Romance, the Newgate Novel and popular melodrama, Dickens created an entirely new kind of fiction, scathing in its indictment of a cruel society, and pervaded by an unforgettable sense of threat and mystery.This Penguin Classics edition of Oliver Twist is the first critical edition to faithfully reproduce the text as its earliest readers would have encountered it from its serialisation in Bentley's Miscellany, and includes an introduction by Philip Horne, a glossary of Victorian thieves' slang, a chronology of Dickens's life, a map of contemporary London and all of George Cruikshank's original illustrations.For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.","English","9999999999999","['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Novels', '19th Century', 'Classic Literature', 'British Literature', 'Victorian', 'Historical']","['Oliver Twist', 'Artful Dodger', 'Rose Maylie']","Paperback","Penguin Classics","608","Penguin Books","10/28/03","10/28/39","['CityRead London (2012)']","319238","['93921', '120626', '79493', '18826', '6372']","92","['London, England']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868529l/18254.jpg","77655","1054",""
"338798.Ulysses","Ulysses","","James Joyce, Morris L. Ernst (Foreword), John M. Woolsey (Foreword)","3.73","Loosely based on the Odyssey, this landmark of modern literature follows ordinary Dubliners in 1904. Capturing a single day in the life of Dubliner Leopold Bloom, his friends Buck Mulligan and Stephen Dedalus, his wife Molly, and a scintillating cast of supporting characters, Joyce pushes Celtic lyricism and vulgarity to splendid extremes. Captivating experimental techniques range from interior monologues to exuberant wordplay and earthy humor. A major achievement in 20th century literature.","English","9999999999999","['Classics', 'Fiction', 'Literature', 'Novels', 'Ireland', 'Irish Literature', 'Unfinished', '20th Century', 'Literary Fiction', 'Banned Books']","['Stephen Dedalus', 'Leopold Bloom', 'Marion ""Molly"" Bloom', 'Malachi ""Buck"" Mulligan', 'Mr. Garret Deasy', 'Bantam Lyons', 'Simon Dedalus', 'Myles Crawford', 'William Humble, Earl of Dudley', 'Hugh ""Blazes"" Boylan', 'The Citizen', 'Gerty MacDowell', 'Mina Purefoy', 'John Corley', 'D.B. Murphy', 'Matthew Lenehan', 'Fr. Bernard Vaughan', 'James Fitzharris', 'Fanny Moody', 'Charles Manners', 'Haines', 'Thomas ""Tommy"" Caffrey', 'John ""Jacky"" Caffrey', 'Martha Clifford', 'Mr. Power', 'Patrick Dignam', 'Patrick Aloysius Dignam, jnr.', 'Martin Cunningham', 'Fr. John Conmee', 'Bridget ""Bridie"" Kelly', ""J.J. O'Molloy"", 'Mary Dedalus', 'George Russell', 'Stephen Daedalus', 'Stephen MacKenna', 'Mr Leopold Bloom', ""Mr Joseph M'Carthy Hynes"", 'Mrs Marion Bloom', 'Mr Simon Dedalus', 'Alf Bergan', 'Buck Mulligan', 'Blazes Boylan', 'Mr Garrett Deasy', 'Mr Power', 'Millie Bloom', 'Boylan', 'Mr Paddy Dignam', ""Terence O'Ryan"", 'Davy Byrne', 'Bob Doran', 'Mr Thomas Kernan', 'Ned Lambert', 'T. Lenehan', 'Mr O’madden Burke', 'Garrett Deasy', 'Mrs Josephine Breen', 'Benjamin Dollard', ""J. J. O'Molloy"", 'John Eglinton', 'Mr V. Lynch', 'Edy Boardman', 'Tommy Caffrey', 'Cissy Caffrey', 'Jacky Caffrey', 'Mrs Bella Cohen', 'Richard Crookback', 'Richie Goulding', 'Walter Sexton', 'John Henry Menton', 'Sara (Sally) Goulding', ""Episode Twelve's Nameless Narrator"", 'Mina Kennedy', 'Lydia Douce', 'Zoe Higgins', 'Mrs. Dignam', 'Paddy Dignam', 'Kitty Ricketts', 'Josie (Powell) Breen', 'Denis Breen', 'Dilly, Katey, Boody, and Maggy Dedalus', 'Mr Cornelius Kelleher', 'Thomas W. Lyster', 'Joseph P. Nannetti', 'Florry Talbot', 'Tom Rochford', 'Barney Kiernan', 'Mr Fox', 'Mr Hornblower', 'Mother Grogan', 'Master Boardman', 'Mrs Stoer', 'Signor Maffei', 'Gerald Ward A.D.C.', 'Jacob Halliday', 'Joseph Glynn', 'Ann Hathaway', 'Mr Bello', 'Brian Cooper Tweedy', 'Kevin Egan', 'Father Conroy', 'Almidano Artifoni', 'Luke Doyle', 'Alexander J. Keyes', 'Gerald Fitzgibbon', ""Henry Joy M'Cracken"", ""Larry O'Rourke"", 'Miss Whelan', 'Red Murray', 'Lizzie Twigg', 'John Howard Parnell', 'John F Taylor', 'MacHugh', 'Longworth', 'Michael E. Geraghty', 'Antonio Pabaiotti', 'Magennis', 'Mr Allfours', 'Mrs Fleming', 'Alderman John Hooper', 'Gumley', 'Ruttledge', 'Owen Goldberg', 'Gordon Bennett', 'Nannan', 'Floey Dillon', 'Frank Costello', 'Dan Dawson', 'Mr Russell', 'Mrs Riordan', 'Master Abraham Chatterton', 'Mrs Bandmann Palmer', 'Howard de Walden', 'Mrs Mervyn Talboys', 'Joe Brady', 'Mr Denis J Maginni', 'Marie Kendall', ""Canon O'Hanlon"", 'Bald Pat', 'Punch Costello', 'Mr David Sheehy', 'Monsieur Moore', 'Samuel Childs', 'Jack Joe Harry Mulvey', 'Cyril Sargent', 'Alec Bannon', 'Pisser Burke', 'Theodore Purefoy', 'Virag Lipoti', 'Val Dillon', 'Mrs Yelverton Barry', 'Moses Mendelssohn', 'Lipoti Virag', 'Mrs Reggy Wylie T. C. D.', 'Michael Gunn', 'Pulbrook Robertson', 'Mrs Florence MacCabe', 'Bob Cowley', 'J. Citron', 'Terence Mulcahy', 'Mrs Mina Purefoy', 'Mr Joseph Cuffe', 'George Lidwell', 'Dick Tivy', 'Chris Callinan', 'Mr Philip Beaufoy', 'Synge', 'Father Dolan', 'Sam Bohee', 'Hoppy Holohan', 'James Kavanagh', 'Nelly Bouverist', 'Reuben J Dodd', 'Moses Herzog', 'Dilly Dedalus', ""James O'Connor"", 'Bernard Corrigan', 'Paul de Kock', 'Lorcan Sherlock', 'James Stephens', 'Rudolph Bloom', 'John Wyse Nolan', 'Mrs Norman W. Tupper', 'Marcus Tertius Moses', 'Seymour Bushe', 'Georgina Johnson', 'Victoria Frances', 'Mrs Thornton', 'Philip Gilligan', ""Mrs Ellen M'Guinness"", 'Master Francis Beaumont', 'Gerald Fitzedward', 'Myler Keogh', 'Arthur Edmund', 'Joe Chamberlain', 'Mrs Quigley', ""Leopold M'Intosh"", ""Cashel Boyle O'Connor Fitzmaurice Tisdall Farrell"", 'George Robert Mesias', 'Susy Nagle', 'Boody Dedalus', 'Bertha Supple', 'E. Dowden', 'Dr Francis Brady', 'Dlugacz', 'Mr Crimmins', 'Skin-the-Goat Fitzharris', 'Mrs Bellingham', 'Mrs Joe Gallaher', 'Mat Dillon', 'Penelope Rich', 'Charley Kavanagh', ""Frank O'Hara"", 'Brunny Lynam', 'Davy Stephens', 'Mr Eugene Stratton', 'Mary Driscoll', 'Father Coffey', 'Mr Dainty Dixon', 'Percy Apjohn', 'Andrew Horne', 'Papli', 'Mrs Miriam Dandrade', 'Milly Bloom', 'Mr Delegate Madden', 'Roger Greene', 'Miss Callan', 'Bartell Darcy', 'Mrs Rubio', 'Bernard Vaughan', 'Bushe', 'Rathgar', 'P. Mastiansky', 'Jimmy Henry', 'Timothy Harrington', 'Patrice Egan', 'Patsy Caliban', 'Edward Fitzgerald', 'Mr Best', 'Mr Justice Fitzgibbon', 'Bridie Kelly', 'Mr Hugh C Haines Love M. A.', 'Mountjoy', 'Owen Garry', 'John Fanning', 'Talbot de Malahide', 'Katherine Brophy', 'John Conmee S.J.', 'Stephen Daedalus', 'Stephen MacKenna', 'Mr Leopold Bloom', ""Mr Joseph M'Carthy Hynes"", 'Mrs Marion Bloom', 'Mr Simon Dedalus', 'Alf Bergan', 'Buck Mulligan', 'Blazes Boylan', 'Mr Garrett Deasy', 'Mr Power', 'Millie Bloom', 'Boylan', 'Mr Paddy Dignam', 'Mr. Joyce', ""Terence O'Ryan"", 'Davy Byrne', 'Bob Doran', 'Mr Thomas Kernan', 'Ned Lambert', 'T. Lenehan', 'Mr O’madden Burke', 'Garrett Deasy', 'Mrs Josephine Breen', 'Benjamin Dollard', ""J. J. O'Molloy"", 'John Eglinton', 'Mr V. Lynch', 'Edy Boardman', 'Tommy Caffrey', 'Cissy Caffrey', 'Jacky Caffrey', 'Mrs Bella Cohen', 'Joe Hynes', 'Richard Crookback', 'Richie Goulding', 'Walter Sexton', 'John Henry Menton', 'Sara (Sally) Goulding', ""Episode Twelve's Nameless Narrator"", 'Mina Kennedy', 'Lydia Douce', 'Zoe Higgins', 'Mrs. Dignam', 'Paddy Dignam', 'Kitty Ricketts', 'Josie (Powell) Breen', 'Denis Breen', 'Dilly, Katey, Boody, and Maggy Dedalus', 'Mr Cornelius Kelleher', 'Thomas W. Lyster', 'Joseph P. Nannetti', 'Florry Talbot', 'Tom Rochford', 'Barney Kiernan', 'Mr Fox', 'Mr Hornblower', 'Mother Grogan', 'Master Boardman', 'Jack Mooney', 'Mrs Stoer', 'Moses Maimonides', 'Signor Maffei', 'Gerald Ward A.D.C.', 'Jacob Halliday', 'Joseph Glynn', 'Ann Hathaway', 'Mr Bello', 'Brian Cooper Tweedy', 'Kevin Egan', 'Father Conroy', 'Almidano Artifoni', 'Luke Doyle', 'Alexander J. Keyes', 'Gerald Fitzgibbon', 'Frederick Falkiner', ""Henry Joy M'Cracken"", ""Larry O'Rourke"", 'Miss Whelan', 'Red Murray', 'Lizzie Twigg', 'John Howard Parnell', 'John F Taylor', 'MacHugh', 'Longworth', 'Michael E. Geraghty', 'Antonio Pabaiotti', 'Magennis', 'Mr Allfours', 'Mrs Fleming', 'Alderman John Hooper', 'Gumley', 'Ruttledge', 'Owen Goldberg', 'Gordon Bennett', 'Nannan', 'Floey Dillon', 'Frank Costello', 'Dan Dawson', 'Mr Russell', 'Mrs Riordan', 'Master Abraham Chatterton', 'Mrs Bandmann Palmer', 'Howard de Walden', 'Vincent Lenehan', 'Mrs Mervyn Talboys', 'Joe Brady', 'Mr Denis J Maginni', 'Marie Kendall', ""Canon O'Hanlon"", 'Bald Pat', 'Punch Costello', 'Mr David Sheehy', 'Monsieur Moore', 'Samuel Childs', 'Jack Joe Harry Mulvey', 'Cyril Sargent', 'Alec Bannon', 'Pisser Burke', 'Theodore Purefoy', 'Virag Lipoti', 'Val Dillon', 'Mrs Yelverton Barry', 'Moses Mendelssohn', 'Lipoti Virag', 'Mrs Reggy Wylie T. C. D.', 'Michael Gunn', 'Pulbrook Robertson', 'Mrs Florence MacCabe', 'Bob Cowley', 'J. Citron', 'Terence Mulcahy', 'Mrs Mina Purefoy', 'Mr Joseph Cuffe', 'George Lidwell', 'Dick Tivy', 'Chris Callinan', 'Mr Philip Beaufoy', 'Synge', 'Father Dolan', 'Sam Bohee', 'Hoppy Holohan', 'James Kavanagh', 'Nelly Bouverist', 'Reuben J Dodd', 'Moses Herzog', 'Dilly Dedalus', ""James O'Connor"", 'Bernard Corrigan', 'Paul de Kock', 'Nosey Flynn', 'Lorcan Sherlock', 'James Stephens', 'Rudolph Bloom', 'John Wyse Nolan', 'Mrs Norman W. Tupper', 'Marcus Tertius Moses', 'Seymour Bushe', 'Georgina Johnson', 'Victoria Frances', 'Mrs Thornton', 'Philip Gilligan', ""Mrs Ellen M'Guinness"", 'Master Francis Beaumont', 'Gerald Fitzedward', 'Robert Emmet', 'Myler Keogh', 'Arthur Edmund', 'Joe Chamberlain', 'Mrs Quigley', ""Leopold M'Intosh"", ""Cashel Boyle O'Connor Fitzmaurice Tisdall Farrell"", 'George Robert Mesias', 'Susy Nagle', 'Boody Dedalus', 'Bertha Supple', 'E. Dowden', 'Dr Francis Brady', 'Dlugacz', 'Mr Crimmins', 'Skin-the-Goat Fitzharris', 'Mrs Bellingham', 'Mrs Joe Gallaher', 'Mat Dillon', 'Penelope Rich', 'Charley Kavanagh', ""Frank O'Hara"", 'Brunny Lynam', 'Davy Stephens', 'Mr Eugene Stratton', 'Mary Driscoll', 'Father Coffey', 'Mr Dainty Dixon', 'Percy Apjohn', 'Andrew Horne', 'Papli', 'Mrs Miriam Dandrade', 'Milly Bloom', 'Mr Delegate Madden', 'Roger Greene', 'Paddy Leonard', 'Miss Callan', 'Bartell Darcy', 'Mrs Rubio', 'Bernard Vaughan', 'Bushe', 'Rathgar', 'P. Mastiansky', 'Jimmy Henry', 'Timothy Harrington', 'Patrice Egan', 'Patsy Caliban', 'Edward Fitzgerald', 'Mr Best', 'Mr Justice Fitzgibbon', 'Bridie Kelly', 'Mr Hugh C Haines Love M. A.', 'Mountjoy', 'Owen Garry', 'John Fanning', 'Talbot de Malahide', 'Katherine Brophy', 'John Conmee S.J.', 'Robert Emmet']","Paperback","Unabridged","783","Vintage","10/28/90","02/02/22","['Национална награда „Христо Г. Данов“ for Преводна художествена литература (2004)']","110899","['40635', '28416', '22087', '10571', '9190']","82","['Nighttown, Dublin (Ireland)', 'Dublin (Ireland)', 'Sandymount Strand, Dublin (Ireland)', 'Glasnevin Cemetary, Dublin (Ireland)', 'Ireland']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428891345l/338798.jpg","77635","924",""
"295.Treasure_Island","Treasure Island","","Robert Louis Stevenson, David W. Whitehead (Introduction), Richard S. Hartmetz (Goodreads Author) (Editor)","3.83","""For sheer storytelling delight and pure adventure, Treasure Island has never been surpassed. From the moment young Jim Hawkins first encounters the sinister Blind Pew at the Admiral Benbow Inn until the climactic battle for treasure on a tropic isle, the novel creates scenes and characters that have fired the imaginations of generations of readers. Written by a superb prose stylist, a master of both action and atmosphere, the story centers upon the conflict between good and evil - but in this case a particularly engaging form of evil. It is the villainy of that most ambiguous rogue Long John Silver that sets the tempo of this tale of treachery, greed, and daring. Designed to forever kindle a dream of high romance and distant horizons, Treasure Island is, in the words of G. K. Chesterton, 'the realization of an ideal, that which is promised in its provocative and beckoning map; a vision not only of white skeletons but also green palm trees and sapphire seas.' G. S. Fraser terms it 'an utterly original book' and goes on to write: 'There will always be a place for stories like Treasure Island that can keep boys and old men happy.'","English","9780753453803","['Classics', 'Fiction', 'Adventure', 'Young Adult', 'Historical Fiction', 'Childrens', 'Literature', 'Pirates', 'Fantasy', 'Novels']","['Jim Hawkins', 'Billy Bones', 'Doctor Livesey', 'Captain Smollet', 'Squire John Trelawney', 'Ben Gunn', 'Long John Silver']","Hardcover","","311","Kingfisher","09/15/01","10/28/79","['Odyssey Award Nominee (2008)', 'Prêmio Jabuti Nominee for Adaptação (2017)', 'Audie Award for Classic (2008)']","402027","['113094', '148264', '108685', '24407', '7577']","92","['Treasure Island', 'Bristol, England']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485248909l/295.jpg","77086","1041",5.6
"10818853-fifty-shades-of-grey","Fifty Shades of Grey","Fifty Shades #1","E.L. James (Goodreads Author)","3.66","When literature student Anastasia Steele goes to interview young entrepreneur Christian Grey, she encounters a man who is beautiful, brilliant, and intimidating. The unworldly, innocent Ana is startled to realize she wants this man and, despite his enigmatic reserve, finds she is desperate to get close to him. Unable to resist Ana’s quiet beauty, wit, and independent spirit, Grey admits he wants her, too—but on his own terms. Shocked yet thrilled by Grey’s singular erotic tastes, Ana hesitates. For all the trappings of success—his multinational businesses, his vast wealth, his loving family—Grey is a man tormented by demons and consumed by the need to control. When the couple embarks on a daring, passionately physical affair, Ana discovers Christian Grey’s secrets and explores her own dark desires.Erotic, amusing, and deeply moving, the Fifty Shades Trilogy is a tale that will obsess you, possess you, and stay with you forever.This book is intended for mature audiences.","English","9781612130293","['Romance', 'Fiction', 'Erotica', 'Adult', 'BDSM', 'Contemporary', 'Chick Lit', 'Contemporary Romance', 'Erotic Romance', 'Adult Fiction']","['Anastasia Steele', 'Christian Grey', 'Kate Kavanagh', 'Elliot Grey', 'José Rodriguez', 'Paul Clayton', 'Ray Steele', 'Dr. Grace Trevelyan Grey', 'Jason  Taylor']","Paperback","","356","Vintage","05/25/11","","['All About Romance (AAR) Annual Reader Poll for Best Erotic Romance (tie) (2012)', 'Australian Book Industry Award (ABIA) for International Book (2013)', 'Goodreads Choice Award Nominee for Romance (2011)']","1946452","['773382', '395613', '344055', '204517', '228885']","78","['Seattle, Washington (United States)', 'Vancouver, Washington (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385207843l/10818853.jpg","75815","856",""
"40611463-the-clan-of-the-cave-bear","The Clan of the Cave Bear","Earth's Children #1","Jean M. Auel","4.05","This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love. Through Jean M. Auel's magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves the Clan of the Cave Bear. A natural disaster leaves the young girl wandering alone in an unfamiliar and dangerous land until she is found by a woman of the Clan, people very different from her own kind. To them, blond, blue-eyed Ayla looks peculiar and ugly--she is one of the Others, those who have moved into their ancient homeland; but Iza cannot leave the girl to die and takes her with them. Iza and Creb, the old Mog-ur, grow to love her, and as Ayla learns the ways of the Clan and Iza's way of healing, most come to accept her. But the brutal and proud youth who is destined to become their next leader sees her differences as a threat to his authority. He develops a deep and abiding hatred for the strange girl of the Others who lives in their midst, and is determined to get his revenge.","English","B00466HQ2Y","['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Classics', 'Romance', 'Adventure', 'Prehistoric', 'Adult', 'Novels']","['Ayla', 'Brun', 'Broud', 'Mog-Ur', 'Iza']","Kindle Edition","","516","Bantam","10/06/16","05/04/80","['National Book Award Finalist for First Novel (1981)']","229099","['92624', '77249', '43035', '11563', '4628']","93","['Stone Age']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529681430l/40611463._SY475_.jpg","75174","924",""
